X (mm),Y (mm)
126.02449631204408,60.573064356434095
125.61796567877943,60.979594989698754
125.61796567877943,62.60571752275738
125.21143504551476,63.01224815602204
125.21143504551476,64.23184005581602
124.39837377898546,65.04490132234534
123.9918431457208,65.04490132234534
123.17878187919148,64.23184005581602
123.17878187919148,63.825309422551356
122.77225124592682,63.4187787892867
122.77225124592682,63.01224815602204
121.55265934613284,61.79265625622807
119.92653681307421,61.79265625622807
119.52000617980956,62.19918688949273
119.52000617980956,63.01224815602204
119.11347554654489,63.4187787892867
119.52000617980956,63.825309422551356
119.52000617980956,65.85796258887466
118.70694491328024,66.67102385540397
118.30041428001557,66.67102385540397
115.45469984716297,63.825309422551356
115.0481692138983,63.825309422551356
114.64163858063365,64.23184005581602
113.82857731410434,64.23184005581602
113.82857731410434,64.63837068908067
113.42204668083967,65.04490132234534
113.42204668083967,66.26449322213931
113.82857731410434,66.67102385540397
113.82857731410434,67.89061575519794
114.23510794736899,68.29714638846261
114.23510794736899,68.70367702172726
113.42204668083967,69.51673828825658
113.01551604757502,69.51673828825658
111.79592414778104,68.29714638846261
111.38939351451639,68.29714638846261
110.57633224798707,67.48408512193329
108.95020971492843,67.48408512193329
108.13714844839912,68.29714638846261
108.13714844839912,69.51673828825658
108.54367908166378,69.92326892152123
108.54367908166378,70.73633018805054
109.3567403481931,71.54939145457986
109.3567403481931,72.76898335437384
108.95020971492843,73.1755139876385
108.13714844839912,73.1755139876385
107.73061781513447,72.76898335437384
107.3240871818698,72.76898335437384
106.91755654860515,72.36245272110918
106.10449528207583,72.36245272110918
105.69796464881117,71.95592208784453
104.4783727490172,71.95592208784453
103.66531148248788,72.76898335437384
103.66531148248788,73.98857525416781
104.07184211575253,74.39510588743248
104.07184211575253,74.80163652069713
104.88490338228185,75.61469778722645
104.88490338228185,76.02122842049111
105.69796464881117,76.83428968702043
105.69796464881117,77.24082032028508
105.29143401554651,77.64735095354975
103.25878084922321,77.64735095354975
102.85225021595856,77.24082032028508
100.81959704963526,77.24082032028508
100.41306641637061,77.64735095354975
100.41306641637061,79.68000411987303
102.03918894942925,81.30612665293167
102.4457195826939,81.30612665293167
102.85225021595856,81.71265728619633
102.85225021595856,82.52571855272565
102.4457195826939,82.9322491859903
98.38041325004731,82.9322491859903
97.97388261678266,83.33877981925495
97.97388261678266,84.15184108578427
97.567351983518,84.55837171904894
97.97388261678266,84.96490235231359
97.97388261678266,85.37143298557825
98.38041325004731,85.7779636188429
98.78694388331198,85.7779636188429
99.6000051498413,86.59102488537222
100.00653578310595,86.59102488537222
101.22612768289993,87.8106167851662
100.41306641637061,88.62367805169552
99.6000051498413,88.62367805169552
99.19347451657663,89.03020868496017
97.567351983518,89.03020868496017
97.16082135025334,89.43673931822484
96.75429071698869,89.43673931822484
96.75429071698869,90.24980058475415
96.34776008372403,90.6563312180188
96.34776008372403,91.06286185128347
97.16082135025334,91.87592311781279
98.38041325004731,91.87592311781279
98.38041325004731,91.46939248454812
98.78694388331198,91.06286185128347
99.19347451657663,91.46939248454812
99.19347451657663,92.6889843843421
98.78694388331198,93.09551501760676
98.38041325004731,93.09551501760676
97.97388261678266,92.6889843843421
97.97388261678266,93.09551501760676
98.78694388331198,93.09551501760676
99.19347451657663,92.6889843843421
99.6000051498413,92.6889843843421
100.41306641637061,93.50204565087142
100.41306641637061,93.90857628413607
99.6000051498413,94.72163755066539
99.19347451657663,94.72163755066539
98.78694388331198,95.12816818393006
97.97388261678266,95.12816818393006
97.567351983518,95.53469881719471
97.16082135025334,95.53469881719471
96.75429071698869,95.94122945045937
96.75429071698869,97.567351983518
97.567351983518,98.38041325004731
99.19347451657663,98.38041325004731
99.6000051498413,98.78694388331198
100.41306641637061,98.78694388331198
101.22612768289993,99.6000051498413
100.00653578310595,100.81959704963526
99.6000051498413,100.81959704963526
99.19347451657663,101.22612768289993
98.78694388331198,101.22612768289993
97.567351983518,102.4457195826939
97.567351983518,103.66531148248788
97.97388261678266,104.07184211575253
97.97388261678266,104.4783727490172
102.03918894942925,104.4783727490172
102.4457195826939,104.88490338228185
102.4457195826939,105.29143401554651
102.85225021595856,105.69796464881117
102.03918894942925,106.51102591534048
101.63265831616458,106.51102591534048
100.00653578310595,108.13714844839912
100.00653578310595,109.76327098145775
100.41306641637061,110.16980161472242
103.25878084922321,110.16980161472242
103.66531148248788,109.76327098145775
104.88490338228185,109.76327098145775
105.29143401554651,110.16980161472242
105.29143401554651,110.98286288125172
104.4783727490172,111.79592414778104
104.4783727490172,112.2024547810457
103.66531148248788,113.01551604757502
103.66531148248788,113.42204668083967
103.25878084922321,113.82857731410434
103.25878084922321,114.64163858063365
104.07184211575253,115.45469984716297
105.69796464881117,115.45469984716297
106.10449528207583,115.0481692138983
106.91755654860515,115.0481692138983
107.3240871818698,114.64163858063365
107.73061781513447,114.64163858063365
108.13714844839912,114.23510794736899
108.54367908166378,114.23510794736899
109.3567403481931,115.0481692138983
109.3567403481931,115.45469984716297
108.54367908166378,116.26776111369229
108.54367908166378,117.0808223802216
108.13714844839912,117.48735301348626
108.13714844839912,118.30041428001557
107.73061781513447,118.70694491328024
108.13714844839912,119.11347554654489
108.13714844839912,119.52000617980956
108.54367908166378,119.92653681307421
108.95020971492843,119.92653681307421
109.3567403481931,120.33306744633887
109.76327098145775,119.92653681307421
110.16980161472242,119.92653681307421
110.57633224798707,119.52000617980956
110.98286288125172,119.52000617980956
111.79592414778104,118.70694491328024
112.2024547810457,118.70694491328024
112.60898541431035,118.30041428001557
113.01551604757502,118.30041428001557
113.82857731410434,119.11347554654489
113.82857731410434,120.33306744633887
114.23510794736899,120.33306744633887
114.64163858063365,120.73959807960352
114.23510794736899,121.14612871286819
113.42204668083967,121.14612871286819
113.42204668083967,121.95918997939751
113.01551604757502,122.36572061266216
113.42204668083967,122.77225124592682
113.42204668083967,123.58531251245614
115.45469984716297,123.58531251245614
117.0808223802216,121.95918997939751
117.0808223802216,121.55265934613284
117.48735301348626,121.14612871286819
118.30041428001557,121.14612871286819
119.11347554654489,121.95918997939751
119.11347554654489,123.58531251245614
118.70694491328024,123.9918431457208
118.70694491328024,124.39837377898546
119.11347554654489,124.80490441225011
119.11347554654489,125.61796567877943
119.52000617980956,126.02449631204408
121.14612871286819,126.02449631204408
121.95918997939751,125.21143504551476
121.95918997939751,124.80490441225011
122.77225124592682,123.9918431457208
122.77225124592682,123.58531251245614
123.58531251245614,122.77225124592682
123.9918431457208,122.77225124592682
124.80490441225011,123.58531251245614
124.80490441225011,125.61796567877943
125.21143504551476,126.02449631204408
125.21143504551476,126.8375575785734
125.61796567877943,127.24408821183806
127.24408821183806,127.24408821183806
128.05714947836736,126.43102694530874
128.05714947836736,125.61796567877943
128.46368011163204,125.21143504551476
128.46368011163204,124.39837377898546
129.27674137816135,123.58531251245614
130.08980264469068,123.58531251245614
130.49633327795533,123.9918431457208
130.49633327795533,124.39837377898546
130.90286391121998,124.80490441225011
130.90286391121998,125.61796567877943
131.30939454448463,126.02449631204408
131.30939454448463,126.8375575785734
131.7159251777493,127.24408821183806
133.7485783440726,127.24408821183806
134.15510897733725,126.8375575785734
134.15510897733725,125.61796567877943
134.5616396106019,125.21143504551476
134.5616396106019,123.58531251245614
135.37470087713123,122.77225124592682
135.78123151039588,122.77225124592682
136.59429277692522,123.58531251245614
136.59429277692522,123.9918431457208
137.00082341018987,124.39837377898546
137.00082341018987,124.80490441225011
137.40735404345452,125.21143504551476
137.40735404345452,125.61796567877943
138.22041530998385,126.43102694530874
139.03347657651315,126.43102694530874
139.4400072097778,126.02449631204408
140.25306847630713,126.02449631204408
140.25306847630713,121.95918997939751
141.06612974283644,121.14612871286819
141.4726603761011,121.14612871286819
142.28572164263042,121.95918997939751
142.28572164263042,122.36572061266216
143.91184417568905,123.9918431457208
145.5379667087477,123.9918431457208
146.351027975277,123.17878187919148
146.351027975277,122.36572061266216
145.94449734201234,121.95918997939751
145.94449734201234,120.33306744633887
145.5379667087477,119.92653681307421
145.5379667087477,119.11347554654489
145.94449734201234,118.70694491328024
147.16408924180632,118.70694491328024
148.3836811416003,119.92653681307421
148.79021177486496,119.92653681307421
149.60327304139426,120.73959807960352
150.4163343079236,120.73959807960352
150.82286494118824,120.33306744633887
151.2293955744529,120.33306744633887
151.63592620771757,119.92653681307421
151.63592620771757,118.70694491328024
151.2293955744529,118.30041428001557
151.2293955744529,117.48735301348626
150.82286494118824,117.0808223802216
150.82286494118824,116.67429174695694
150.4163343079236,116.26776111369229
150.4163343079236,115.45469984716297
151.2293955744529,114.64163858063365
152.04245684098223,115.45469984716297
152.85551810751153,115.45469984716297
153.26204874077618,115.86123048042762
154.0751100073055,115.86123048042762
154.48164064057016,116.26776111369229
154.8881712738348,115.86123048042762
155.2947019070995,115.86123048042762
156.1077631736288,115.0481692138983
156.1077631736288,114.23510794736899
155.70123254036415,113.82857731410434
155.70123254036415,113.42204668083967
155.2947019070995,113.01551604757502
155.2947019070995,112.60898541431035
154.0751100073055,111.38939351451639
154.0751100073055,110.98286288125172
154.8881712738348,110.16980161472242
155.2947019070995,110.16980161472242
155.70123254036415,110.57633224798707
157.32735507342278,110.57633224798707
157.73388570668743,110.98286288125172
158.14041633995208,110.98286288125172
158.54694697321676,110.57633224798707
158.9534776064814,110.57633224798707
159.76653887301072,109.76327098145775
159.76653887301072,108.95020971492843
156.92082444015813,106.10449528207583
156.92082444015813,105.69796464881117
157.73388570668743,104.88490338228185
158.9534776064814,104.88490338228185
159.36000823974607,105.29143401554651
159.76653887301072,104.88490338228185
160.57960013954005,104.88490338228185
160.9861307728047,104.4783727490172
160.57960013954005,104.4783727490172
159.76653887301072,103.66531148248788
159.36000823974607,103.66531148248788
158.9534776064814,103.25878084922321
159.76653887301072,102.4457195826939
160.1730695062754,102.4457195826939
160.57960013954005,102.03918894942925
160.9861307728047,102.4457195826939
161.39266140606935,102.4457195826939
162.20572267259868,103.25878084922321
161.79919203933403,103.66531148248788
162.20572267259868,103.66531148248788
162.20572267259868,102.85225021595856
161.79919203933403,102.4457195826939
161.39266140606935,102.4457195826939
160.57960013954005,101.63265831616458
160.1730695062754,101.63265831616458
159.36000823974607,100.81959704963526
158.9534776064814,100.81959704963526
158.54694697321676,100.41306641637061
159.76653887301072,99.19347451657663
161.39266140606935,99.19347451657663
161.79919203933403,98.78694388331198
163.01878393912799,98.78694388331198
163.01878393912799,98.38041325004731
163.42531457239267,97.97388261678266
163.42531457239267,96.75429071698869
163.01878393912799,96.34776008372403
162.61225330586333,96.34776008372403
162.20572267259868,95.94122945045937
161.79919203933403,95.94122945045937
161.39266140606935,95.53469881719471
160.57960013954005,95.53469881719471
159.36000823974607,94.31510691740074
159.36000823974607,93.90857628413607
159.76653887301072,93.50204565087142
160.1730695062754,93.50204565087142
160.57960013954005,93.09551501760676
161.39266140606935,93.09551501760676
161.79919203933403,92.6889843843421
162.61225330586333,92.6889843843421
163.42531457239267,91.87592311781279
163.42531457239267,90.24980058475415
163.01878393912799,89.84326995148949
162.20572267259868,89.84326995148949
161.79919203933403,89.43673931822484
159.76653887301072,89.43673931822484
158.9534776064814,88.62367805169552
158.9534776064814,88.21714741843086
160.1730695062754,86.99755551863689
160.57960013954005,86.99755551863689
160.9861307728047,86.59102488537222
161.39266140606935,86.59102488537222
162.20572267259868,85.7779636188429
162.20572267259868,84.15184108578427
161.79919203933403,83.74531045251962
161.39266140606935,83.74531045251962
160.9861307728047,83.33877981925495
158.9534776064814,83.33877981925495
158.54694697321676,83.74531045251962
158.14041633995208,83.33877981925495
157.73388570668743,83.33877981925495
157.32735507342278,82.9322491859903
157.32735507342278,82.11918791946098
157.73388570668743,81.71265728619633
158.14041633995208,81.71265728619633
160.1730695062754,79.68000411987303
160.1730695062754,79.27347348660838
159.76653887301072,78.86694285334372
159.76653887301072,78.0538815868144
159.36000823974607,77.64735095354975
157.32735507342278,77.64735095354975
156.92082444015813,78.0538815868144
154.8881712738348,78.0538815868144
154.48164064057016,77.64735095354975
154.48164064057016,77.24082032028508
154.8881712738348,76.83428968702043
154.8881712738348,76.42775905375576
156.1077631736288,75.2081671539618
156.1077631736288,74.80163652069713
156.51429380689345,74.39510588743248
156.51429380689345,73.1755139876385
155.70123254036415,72.36245272110918
154.48164064057016,72.36245272110918
154.0751100073055,72.76898335437384
153.26204874077618,72.76898335437384
152.85551810751153,73.1755139876385
152.44898747424688,73.1755139876385
152.04245684098223,73.58204462090316
151.2293955744529,73.58204462090316
150.82286494118824,73.1755139876385
150.82286494118824,72.36245272110918
151.2293955744529,71.95592208784453
151.2293955744529,71.54939145457986
151.63592620771757,71.14286082131521
151.63592620771757,70.3297995547859
152.04245684098223,69.92326892152123
152.04245684098223,68.29714638846261
151.63592620771757,67.89061575519794
150.00980367465894,67.89061575519794
149.60327304139426,68.29714638846261
149.1967424081296,68.29714638846261
148.3836811416003,69.11020765499192
147.97715050833563,69.11020765499192
147.16408924180632,69.92326892152123
146.75755860854167,69.51673828825658
146.351027975277,69.51673828825658
145.94449734201234,69.11020765499192
145.94449734201234,68.70367702172726
146.351027975277,68.29714638846261
146.351027975277,67.48408512193329
146.75755860854167,67.07755448866862
146.75755860854167,64.63837068908067
146.351027975277,64.63837068908067
145.94449734201234,64.23184005581602
144.72490544221836,64.23184005581602
141.87919100936577,67.07755448866862
141.06612974283644,66.26449322213931
141.06612974283644,62.19918688949273
140.6595991095718,62.19918688949273
140.25306847630713,61.79265625622807
138.6269459432485,61.79265625622807
138.22041530998385,62.19918688949273
138.22041530998385,62.60571752275738
137.40735404345452,63.4187787892867
137.40735404345452,63.825309422551356
136.18776214366054,65.04490132234534
135.78123151039588,65.04490132234534
134.96817024386658,64.23184005581602
134.96817024386658,61.79265625622807
134.5616396106019,61.38612562296341
134.5616396106019,60.979594989698754
134.15510897733725,60.573064356434095
132.52898644427862,60.573064356434095
132.12245581101396,60.979594989698754
132.12245581101396,61.38612562296341
131.7159251777493,61.79265625622807
131.7159251777493,62.60571752275738
131.30939454448463,63.01224815602204
131.30939454448463,63.4187787892867
130.90286391121998,63.825309422551356
130.90286391121998,64.23184005581602
130.49633327795533,64.63837068908067
130.08980264469068,64.63837068908067
129.27674137816135,63.825309422551356
129.27674137816135,63.4187787892867
128.8702107448967,63.01224815602204
128.8702107448967,62.19918688949273
128.46368011163204,61.79265625622807
128.46368011163204,61.38612562296341
128.05714947836736,60.979594989698754
128.05714947836736,60.573064356434095
